ID,Name,Team,Pos,Price,18_pts_no_prob,18_prob,18_with_prob,19_pts_no_prob,19_prob,19_with_prob,20_pts_no_prob,20_prob,20_with_prob,21_pts_no_prob,21_prob,21_with_prob,22_pts_no_prob,22_prob,22_with_prob,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob
231,Mykolenko,EVE,DEF,4.3,3.03142,0.92311,2.79832,2.55389,0.92311,2.35752,2.67246,0.92311,2.46697,2.55055,0.92311,2.35443,2.65229,0.92311,2.44835,2.71606,0.92311,2.50722,2.6271,0.92311,2.4251,2.73237,0.92311,2.52228
232,Ndiaye,EVE,FWD,5.4,2.24206,0.93931,2.10598,2.79297,0.93931,2.62346,2.46637,0.93931,2.31668,2.66789,0.93931,2.50597,2.58994,0.93931,2.43275,2.52827,0.93931,2.37482,2.96757,0.93931,2.78746,2.63358,0.93931,2.47374
233,Onana,AVL,MID,4.9,2.07717,0.91246,1.89534,2.07311,0.91246,1.89163,2.26232,0.91246,2.06429,2.13885,0.91246,1.95162,1.94534,0.91246,1.77505,2.15267,0.91246,1.96423,2.19276,0.91246,2.00081,2.08538,0.91246,1.90283
234,Patterson,EVE,DEF,4.4,2.5534,0.12271,0.31333,1.98951,0.12271,0.24413,2.20183,0.12271,0.27019,1.99477,0.12271,0.24478,2.09658,0.12271,0.25727,2.25225,0.12271,0.27637,2.06577,0.12271,0.25349,2.27148,0.12271,0.27873
235,Pickford,EVE,GK,4.9,4.45527,0.94941,4.22989,3.49393,0.94941,3.31718,4.11149,0.94941,3.90349,3.43078,0.94941,3.25723,3.84425,0.94941,3.64977,3.98787,0.94941,3.78613,3.54267,0.94941,3.36345,3.77698,0.94941,3.58591
236,Tarkowski,EVE,DEF,4.8,3.28627,0.94123,3.09314,2.99101,0.94123,2.81523,3.00816,0.94123,2.83137,2.93123,0.94123,2.75897,3.00057,0.94123,2.82423,3.07592,0.94123,2.89515,3.13001,0.94123,2.94607,3.13632,0.94123,2.952
237,"Y. Chermiti",EVE,FWD,4.9,1.23253,0.81408,1.00338,1.55478,0.81408,1.26571,1.40564,0.81408,1.1443,1.44122,0.81408,1.17327,1.37759,0.81408,1.12147,1.4576,0.81408,1.18661,1.6832,0.81408,1.37026,1.55277,0.81408,1.26408
238,Young,EVE,DEF,4.7,0,0,0,2.46313,0.9345,2.30179,2.56129,0.9345,2.39352,2.4325,0.9345,2.27317,2.51189,0.9345,2.34736,2.6188,0.9345,2.44726,2.58542,0.9345,2.41607,2.66554,0.9345,2.49094
239,Adama,FUL,MID,4.7,2.32069,0.887,2.05845,2.76639,0.887,2.45378,2.81913,0.887,2.50056,2.77225,0.887,2.45898,2.83278,0.887,2.51267,2.61629,0.887,2.32065,2.45409,0.887,2.17677,2.81157,0.887,2.49386
240,Andreas,FUL,MID,5,2.50724,0.70199,1.76005,2.77683,0.70199,1.94931,2.78602,0.70199,1.95575,2.8533,0.70199,2.00298,2.91666,0.70199,2.04746,2.58004,0.70199,1.81116,2.5274,0.70199,1.77421,2.76915,0.70199,1.94392
241,Bassey,FUL,DEF,4.5,2.8314,0.9296,2.63206,2.4668,0.9296,2.29313,2.35682,0.9296,2.19089,2.67253,0.9296,2.48437,2.5748,0.9296,2.39353,2.34674,0.9296,2.18152,2.83779,0.9296,2.638,2.41132,0.9296,2.24155
242,Benda,FUL,GK,4,4.20308,0.06,0.25219,3.42917,0.06,0.20575,2.93351,0.06,0.17601,3.77778,0.06,0.22667,3.47188,0.06,0.20831,3.37147,0.06,0.20229,4.16648,0.06,0.24999,3.32548,0.06,0.19953
243,Cairney,FUL,MID,4.8,1.41993,0.86124,1.22291,1.72974,0.86124,1.48973,1.67907,0.86124,1.44609,1.56458,0.86124,1.34748,1.63126,0.86124,1.40491,1.59144,0.86124,1.37062,1.42657,0.86124,1.22863,1.7273,0.86124,1.48763
244,Castagne,FUL,DEF,4.2,2.83565,0.74748,2.11958,2.67574,0.74748,2.00005,2.57031,0.74748,1.92125,2.68542,0.74748,2.00728,2.57967,0.74748,1.92824,2.53783,0.74748,1.89697,2.84261,0.74748,2.12478,2.6272,0.74748,1.96377
245,Diop,FUL,DEF,4.4,2.73378,0.80961,2.21328,2.30067,0.80961,1.86264,2.19256,0.80961,1.77511,2.58502,0.80961,2.09285,2.49127,0.80961,2.01694,2.18303,0.80961,1.7674,2.74143,0.80961,2.21948,2.24304,0.80961,1.81598
246,Harris,FUL,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Iwobi,FUL,MID,5.8,3.05778,0.94123,2.87806,3.22859,0.94123,3.03883,3.21453,0.94123,3.0256,3.35879,0.94123,3.16137,3.42541,0.94123,3.22409,3.02685,0.94123,2.84895,3.04235,0.94123,2.86354,3.20793,0.94123,3.01938
248,Leno,FUL,GK,5,4.70271,0.94941,4.46481,3.9119,0.94941,3.71401,3.41724,0.94941,3.24437,4.27752,0.94941,4.06113,3.97161,0.94941,3.7707,3.85264,0.94941,3.65774,4.6661,0.94941,4.43005,3.80773,0.94941,3.61511
249,Lukić,FUL,MID,4.8,1.76907,0.56126,0.9929,1.91159,0.74488,1.4239,1.83926,0.82504,1.51746,1.88178,0.85568,1.61019,1.94857,0.85568,1.66734,1.79283,0.85568,1.53408,1.76575,0.85568,1.51091,1.90925,0.85568,1.6337
250,Mbabu,FUL,DEF,4,2.47614,0,0.06635,2.05388,0,0.05503,1.90678,0,0.05109,2.25345,0,0.06038,2.11202,0,0.05659,2.05999,0,0.0552,2.53518,0,0.06793,2.00866,0,0.05382
251,Muniz,FUL,FWD,5.5,1.63236,0.92559,1.5109,1.91311,0.92559,1.77076,1.88195,0.92559,1.74192,1.91832,0.92559,1.77558,2.04274,0.92559,1.89074,1.82074,0.92559,1.68526,1.65839,0.92559,1.53499,1.96298,0.92559,1.81691
252,Raúl,FUL,FWD,5.6,2.26734,0.93621,2.12271,2.62535,0.93621,2.45788,2.58708,0.93621,2.42205,2.6267,0.93621,2.45914,2.78457,0.93621,2.60694,2.51254,0.93621,2.35226,2.30644,0.93621,2.15932,2.6905,0.93621,2.51887
253,Ream,FUL,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Reed,FUL,MID,4.7,0,0,0,1.54324,0.01,0.01543,1.47993,0.46357,0.68605,1.59034,0.55629,0.88468,1.65754,0.55629,0.92207,1.44819,0.58719,0.85036,1.47031,0.58719,0.86335,1.56027,0.60573,0.94511
255,Robinson,FUL,DEF,4.9,3.4231,0.94123,3.22193,3.4589,0.94123,3.25563,3.34122,0.94123,3.14487,3.39511,0.94123,3.19559,3.34488,0.94123,3.1483,3.24713,0.94123,3.0563,3.41673,0.94123,3.21593,3.41755,0.94123,3.21671
256,Stansfield,FUL,FWD,5,1.51025,0,0.5378,1.6975,0,0.60448,1.42118,0,0.50608,1.66483,0,0.59285,1.75815,0,0.62608,1.70219,0,0.60615,1.45314,0,0.51746,1.67804,0,0.59755
257,Tete,FUL,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5268,0.64023,1.61772
258,Vinicius,FUL,FWD,5,1.39475,0.23575,0.32882,1.59501,0.23575,0.37603,1.56294,0.23575,0.36847,1.65951,0.23575,0.39124,1.77957,0.23575,0.41954,1.50292,0.23575,0.35432,1.40642,0.23575,0.33157,1.63451,0.23575,0.38534
259,Wilson,FUL,MID,5.2,1.66646,0.90485,1.5079,1.83253,0.90485,1.65817,1.77448,0.90485,1.60564,1.81067,0.90485,1.63839,1.87692,0.90485,1.69833,1.71265,0.90485,1.54969,1.6795,0.90485,1.5197,1.83528,0.90485,1.66066
260,Al-Hamadi,IPS,FWD,4.8,0.94929,0.72246,0.68582,1.11995,0.72246,0.80911,1.29015,0.72246,0.93208,1.27429,0.72246,0.92062,1.13395,0.72246,0.81924,1.02033,0.72246,0.73715,1.4748,0.72246,1.06548,1.17206,0.72246,0.84676
261,Baggott,IPS,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Broadhead,IPS,MID,4.9,1.65309,0.45078,0.74519,1.8101,0.45078,0.81596,1.83915,0.45078,0.82906,1.8689,0.45078,0.84247,1.77775,0.45078,0.80138,1.68734,0.45078,0.76063,1.96363,0.45078,0.88517,1.78975,0.45078,0.80679
263,Burgess,IPS,DEF,4,2.69182,0.81967,2.20641,2.35897,0.81967,1.93358,2.43781,0.81967,1.9982,2.22084,0.81967,1.82036,2.30459,0.81967,1.889,2.6691,0.81967,2.18778,2.06214,0.81967,1.69027,2.62715,0.81967,2.1534
264,Burns,IPS,MID,4.8,2.19189,0.90558,1.98492,2.21558,0.90558,2.00638,2.40373,0.90558,2.17676,2.22838,0.90558,2.01797,2.10872,0.90558,1.90961,2.14728,0.90558,1.94452,2.32581,0.90558,2.1062,2.31891,0.90558,2.09995
265,Chaplin,IPS,MID,5.1,1.88345,0.89683,1.68913,2.10211,0.89683,1.88523,2.16515,0.89683,1.94176,2.2015,0.89683,1.97437,2.08584,0.89683,1.87064,1.99088,0.89683,1.78548,2.29611,0.89683,2.05922,2.1241,0.89683,1.90495
266,H.Clarke,IPS,DEF,4,2.26453,0.69753,1.57958,1.9289,0.69753,1.34547,2.01253,0.69753,1.4038,1.79212,0.69753,1.25006,1.87823,0.69753,1.31012,2.24443,0.69753,1.56556,1.63478,0.69753,1.14031,2.20131,0.69753,1.53548
267,Davis,IPS,DEF,4.5,3.08999,0.94122,2.90837,3.00282,0.94122,2.82632,2.9593,0.94122,2.78536,2.92697,0.94122,2.75493,2.91297,0.94122,2.74176,3.08738,0.94122,2.90591,2.83595,0.94122,2.66926,3.12338,0.94122,2.9398
268,Delap,IPS,FWD,5.6,2.22592,0.93518,2.08164,2.57628,0.93518,2.40928,2.63086,0.93518,2.46032,2.74793,0.93518,2.56981,2.55178,0.93518,2.38637,2.26332,0.93518,2.11661,3.02542,0.93518,2.82931,2.45636,0.93518,2.29714
269,Edmundson,IPS,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Greaves,IPS,DEF,3.9,2.5756,0.23872,0.61484,2.23666,0.23872,0.53393,2.32234,0.23872,0.55438,2.09968,0.23872,0.50123,2.18781,0.23872,0.52227,2.5569,0.23872,0.61037,1.94132,0.23872,0.46343,2.51179,0.23872,0.5996
271,Harness,IPS,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Hirst,IPS,FWD,5.4,0,0,0,0,0,0,0,0,0,1.79303,0.74535,1.33644,1.63861,0.84736,1.38849,1.45056,0.84736,1.22915,2.00716,0.86928,1.74478,1.61086,0.87994,1.41745
273,Humphreys,IPS,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Hutchinson,IPS,MID,5.2,2.16467,0.92136,1.99443,2.41951,0.92136,2.22924,2.37386,0.92136,2.18718,2.47423,0.92136,2.27965,2.32963,0.92136,2.14642,2.17766,0.92136,2.00641,2.56871,0.92136,2.3667,2.31669,0.92136,2.13451
275,Johnson,IPS,DEF,3.9,2.47234,0.82135,2.03065,2.13413,0.82135,1.75286,2.22646,0.82135,1.8287,1.99798,0.82135,1.64104,2.08248,0.82135,1.71044,2.4539,0.82135,2.0155,1.83949,0.82135,1.51086,2.4156,0.82135,1.98405
276,Ladapo,IPS,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Luongo,IPS,MID,4.4,1.53304,0.11379,0.17444,1.6364,0.11379,0.1862,1.68941,0.11379,0.19223,1.69634,0.11379,0.19302,1.63514,0.11379,0.18605,1.57358,0.11379,0.17905,1.79012,0.11379,0.20369,1.64514,0.11379,0.18719
278,Morsy,IPS,MID,4.9,0,0,0,2.5203,0.92135,2.32208,2.39692,0.92135,2.20841,2.59443,0.92135,2.39038,2.49485,0.92135,2.29864,2.24842,0.92135,2.07158,2.69564,0.92135,2.48363,2.35074,0.92135,2.16586
279,Ndaba,IPS,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Slicker,IPS,GK,4,4.38598,0.00209,0.00915,3.57074,0.00209,0.00745,3.90167,0.00209,0.00814,3.43766,0.00209,0.00717,3.81055,0.00209,0.00795,4.76596,0.00209,0.00995,2.94338,0.00209,0.00614,4.19541,0.00209,0.00876
281,Taylor,IPS,MID,4.8,1.37942,0.90214,1.24442,1.63976,0.90214,1.47929,1.49683,0.90214,1.35035,1.67546,0.90214,1.5115,1.56865,0.90214,1.41513,1.34823,0.90214,1.21629,1.77443,0.90214,1.60078,1.44898,0.90214,1.30718
282,Tuanzebe,IPS,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Walton,IPS,GK,4.3,4.66494,0.06008,0.28028,3.65213,0.06008,0.21943,4.18419,0.06008,0.2514,3.5195,0.06008,0.21146,3.88985,0.06008,0.23371,5.04518,0.06008,0.30313,3.02522,0.06008,0.18177,4.47769,0.06008,0.26903
284,Woolfenden,IPS,DEF,4,2.50033,0.08839,0.22099,2.16199,0.08839,0.19109,2.2475,0.08839,0.19865,2.02541,0.08839,0.17902,2.1131,0.08839,0.18677,2.48147,0.08839,0.21933,1.86757,0.08839,0.16507,2.43668,0.08839,0.21537
285,B.Soumaré,LEI,MID,4.4,1.45796,0.87619,1.27745,1.50922,0.87619,1.32235,1.55758,0.87619,1.36473,1.64453,0.87619,1.44092,1.57671,0.87619,1.38149,1.68685,0.87619,1.47799,1.61808,0.87619,1.41774,1.48935,0.87619,1.30495
286,Cannon,LEI,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Choudhury,LEI,MID,4.3,1.65008,0.48334,0.79756,1.7863,0.48334,0.8634,1.78979,0.48334,0.86508,1.96576,0.48334,0.95014,1.89948,0.48334,0.9181,1.92895,0.48334,0.93235,1.85827,0.48334,0.89819,1.77685,0.48334,0.85883
288,Coady,LEI,DEF,4,2.51601,0.72267,1.81823,2.15395,0.72267,1.55659,2.47686,0.72267,1.78994,2.04824,0.72267,1.4802,2.05756,0.72267,1.48693,2.59291,0.72267,1.87381,2.1225,0.72267,1.53386,2.18314,0.72267,1.57768
289,Daka,LEI,FWD,4.8,1.34812,0.71706,0.96668,1.47301,0.71706,1.05623,1.51449,0.71706,1.08597,1.71468,0.71706,1.22953,1.6213,0.71706,1.16257,1.65986,0.71706,1.19021,1.68742,0.71706,1.20998,1.43178,0.71706,1.02666
290,"De Cordova-Reid",LEI,MID,5.2,1.54428,0.87679,1.35402,1.63092,0.87679,1.42998,1.60623,0.87679,1.40833,1.75656,0.87679,1.54014,1.68852,0.87679,1.48049,1.72542,0.87679,1.51283,1.67312,0.87679,1.46698,1.59451,0.87679,1.39805
291,Faes,LEI,DEF,4,2.60464,0.82812,2.15694,2.23118,0.82812,1.84767,2.55893,0.82812,2.11909,2.1181,0.82812,1.75403,2.12863,0.82812,1.76275,2.67257,0.82812,2.21319,2.20187,0.82812,1.8234,2.25827,0.82812,1.87011
292,Golding,LEI,MID,4.4,1.62935,0.01404,0.02288,1.70241,0.01404,0.02391,1.72564,0.01404,0.02424,1.84486,0.01404,0.02591,1.77786,0.01404,0.02497,1.85846,0.01404,0.0261,1.78064,0.01404,0.02501,1.67026,0.01404,0.02346
293,Hermansen,LEI,GK,4.5,5.02989,0.63766,3.20736,3.84917,0.84203,3.24111,4.46186,0.90527,4.03917,3.39033,0.93305,3.16335,3.44001,0.93305,3.20972,4.40372,0.94933,4.18059,4.00031,0.94933,3.79761,3.48351,0.94933,3.307
294,Iversen,LEI,GK,3.9,4.76596,0.30234,1.44094,3.81055,0.09797,0.37333,4.19541,0.06017,0.25243,3.35021,0.06017,0.20158,3.39977,0.06017,0.20456,4.13533,0.06017,0.24882,3.73588,0.06017,0.22478,3.44612,0.06017,0.20735
295,Justin,LEI,DEF,4.3,2.9258,0.91589,2.67972,2.62889,0.91589,2.40778,2.90797,0.91589,2.66338,2.56652,0.91589,2.35065,2.55995,0.91589,2.34464,3.04696,0.91589,2.79069,2.56397,0.91589,2.34832,2.63866,0.91589,2.41673
296,Kristiansen,LEI,DEF,4.5,3.05077,0.86429,2.63675,2.72151,0.86429,2.35217,3.05019,0.86429,2.63625,2.69111,0.86429,2.3259,2.67357,0.86429,2.31074,3.21307,0.86429,2.77702,2.75076,0.86429,2.37745,2.72031,0.86429,2.35114
297,Marcal,LEI,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Mavididi,LEI,MID,5.2,1.97482,0.90895,1.79501,2.07165,0.90895,1.88302,2.10647,0.90895,1.91468,2.24334,0.90895,2.03908,2.17974,0.90895,1.98128,2.28652,0.90895,2.07833,2.10472,0.90895,1.91309,1.97586,0.90895,1.79596
299,McAteer,LEI,MID,4.7,1.84466,0.58896,1.08643,1.93215,0.58896,1.13796,1.93338,0.58896,1.13868,2.07848,0.58896,1.22414,2.0111,0.58896,1.18446,2.05936,0.58896,1.21288,1.99844,0.58896,1.177,1.90691,0.58896,1.12309
300,Ndidi,LEI,MID,5,2.17142,0.01,0.02171,2.22847,0.74837,1.66772,2.35868,0.86267,2.03476,2.3983,0.89033,2.13527,2.33133,0.89033,2.07566,2.54988,0.90538,2.3086,2.35699,0.90538,2.13397,2.1841,0.90538,1.97743
301,Okoli,LEI,DEF,4,2.53055,0.50283,1.27244,2.18342,0.50283,1.09789,2.48715,0.50283,1.25061,2.08198,0.50283,1.04689,2.08742,0.50283,1.04962,2.60273,0.50283,1.30873,2.13662,0.50283,1.07436,2.21101,0.50283,1.11176
302,Ricardo,LEI,DEF,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Souttar,LEI,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Stolarczyk,LEI,GK,4,4.76596,0.002,0.00953,3.81055,0.002,0.00762,4.19541,0.002,0.00839,3.35021,0.002,0.0067,3.39977,0.002,0.0068,4.13533,0.002,0.00827,3.73588,0.002,0.00747,3.44612,0.002,0.00689
305,Thomas,LEI,DEF,3.9,2.48074,0.08921,0.2213,2.14601,0.08921,0.19144,2.4324,0.08921,0.21699,2.04173,0.08921,0.18214,2.04786,0.08921,0.18268,2.54366,0.08921,0.22691,2.0774,0.08921,0.18532,2.17375,0.08921,0.19391
306,Vardy,LEI,FWD,5.6,2.17866,0.90884,1.98004,2.3654,0.90884,2.14976,2.31362,0.90884,2.1027,2.60347,0.90884,2.36612,2.50651,0.90884,2.27801,2.47159,0.90884,2.24627,2.47964,0.90884,2.25358,2.29134,0.90884,2.08245
307,Vestergaard,LEI,DEF,4,2.4698,0.84361,2.08354,2.09421,0.84361,1.76668,2.42784,0.84361,2.04814,1.9895,0.84361,1.67835,1.99603,0.84361,1.68386,2.54576,0.84361,2.14762,2.08302,0.84361,1.75724,2.12075,0.84361,1.78907
308,Ward,LEI,GK,4,4.71305,0.00583,0.02749,3.7458,0.00583,0.02185,4.14251,0.00583,0.02416,3.28547,0.00583,0.01916,3.33503,0.00583,0.01945,4.08244,0.00583,0.02381,3.68297,0.00583,0.02148,3.38137,0.00583,0.01972
309,Winks,LEI,MID,4.5,1.95041,0.89096,1.73775,2.10738,0.89096,1.8776,2.06826,0.89096,1.84275,2.28429,0.89096,2.03522,2.22023,0.89096,1.97815,2.21607,0.89096,1.97444,2.1085,0.89096,1.8786,2.04965,0.89096,1.82616
310,A.Becker,LIV,GK,5.4,3.48705,0.94932,3.31032,4.16811,0.94932,3.95687,3.49786,0.94932,3.32058,3.98129,0.94932,3.77951,4.42508,0.94932,4.20081,3.06176,0.94932,2.90659,4.44718,0.94932,4.22179,3.41837,0.94932,3.24512
311,Alexander-Arnold,LIV,DEF,7.1,4.70271,0.94061,4.42342,4.32583,0.94061,4.06893,4.02149,0.94061,3.78267,3.98973,0.94061,3.75279,4.38727,0.94061,4.12672,4.21417,0.94061,3.9639,3.96656,0.94061,3.73099,4.37673,0.94061,4.11681
312,Bajcetic,LIV,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Bradley,LIV,DEF,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Carvalho,BRE,MID,4.6,1.71183,0.85421,1.46227,1.59844,0.85421,1.36541,2.00978,0.85421,1.71678,1.63014,0.85421,1.39248,1.6444,0.85421,1.40466,1.78406,0.85421,1.52396,1.71112,0.85421,1.46166,1.80846,0.85421,1.54481
315,Clark,LIV,MID,4.5,1.73906,0,0.05918,1.9015,0,0.06471,1.78202,0,0.06065,1.83266,0,0.06237,1.83603,0,0.06248,1.81497,0,0.06177,1.43573,0,0.04886,1.78937,0,0.0609
316,Darwin,LIV,FWD,7.1,2.38637,0.90914,2.16955,2.08278,0.90914,1.89354,2.06437,0.90914,1.87681,1.91404,0.90914,1.74014,1.92936,0.90914,1.75406,2.13225,0.90914,1.93852,1.87792,0.90914,1.7073,2.18418,0.90914,1.98573
317,"Diogo J.",LIV,MID,7.2,2.97342,0.91971,2.73468,2.64781,0.91971,2.43522,2.33348,0.91971,2.14613,2.34575,0.91971,2.15741,2.57089,0.91971,2.36447,2.52044,0.91971,2.31807,2.30321,0.91971,2.11828,2.60384,0.91971,2.39478
318,Doak,LIV,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Elliott,LIV,MID,5.2,2.48716,0.77364,1.92416,2.07415,0.77364,1.60464,2.05258,0.77364,1.58795,1.8937,0.77364,1.46503,2.00984,0.77364,1.55489,2.17672,0.77364,1.68399,1.86956,0.77364,1.44636,2.25255,0.77364,1.74266
320,Endo,LIV,MID,4.6,1.87914,0.28971,0.5444,1.71088,0.28971,0.49566,1.64468,0.28971,0.47648,1.6007,0.28971,0.46373,1.6517,0.28971,0.47851,1.68988,0.28971,0.48957,1.5878,0.28971,0.46,1.75579,0.28971,0.50866
321,Gakpo,LIV,FWD,7.1,2.72858,0.94012,2.56518,2.28756,0.94012,2.15057,2.35003,0.94012,2.2093,2.14358,0.94012,2.01521,2.1513,0.94012,2.02247,2.43323,0.94012,2.28752,2.10465,0.94012,1.97861,2.49737,0.94012,2.34782
322,Gomez,LIV,DEF,4.9,2.27688,0.73305,1.66907,2.41095,0.73305,1.76735,2.1383,0.73305,1.56748,2.29146,0.73305,1.67976,2.60848,0.73305,1.91215,2.15166,0.73305,1.57727,2.32119,0.73305,1.70155,2.23567,0.73305,1.63886
323,Gravenberch,LIV,MID,5,2.76062,0.93866,2.59127,2.74376,0.93866,2.57544,2.46092,0.93866,2.30996,2.57053,0.93866,2.41284,2.68252,0.93866,2.51796,2.52611,0.93866,2.37114,2.54616,0.93866,2.38996,2.59578,0.93866,2.43654
324,Jones,LIV,MID,5.3,2.52439,0.92786,2.34227,2.11417,0.92786,1.96165,2.20651,0.92786,2.04732,1.98496,0.92786,1.84176,2.05246,0.92786,1.90438,2.2852,0.92786,2.12034,1.96891,0.92786,1.82687,2.35613,0.92786,2.18615
325,Kelleher,LIV,GK,4.4,3.49736,0.06523,0.22812,4.13172,0.06523,0.26949,3.50745,0.06523,0.22878,3.94654,0.06523,0.25742,4.38839,0.06523,0.28624,3.07169,0.06523,0.20035,4.41276,0.06523,0.28783,3.42834,0.06523,0.22362
326,Konaté,LIV,DEF,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,"Luis Díaz",LIV,MID,7.4,3.27387,0.94123,3.08147,2.90183,0.94123,2.7313,2.76735,0.94123,2.60472,2.71142,0.94123,2.55207,2.92189,0.94123,2.75018,2.99608,0.94123,2.82001,2.67136,0.94123,2.51437,3.08067,0.94123,2.89962
328,M.Salah,LIV,MID,13.5,7.21799,0.94109,6.79279,6.28734,0.94109,5.91696,5.95967,0.94109,5.60859,6.0457,0.94109,5.68956,6.74289,0.94109,6.34568,6.9021,0.94109,6.49551,5.91986,0.94109,5.57113,7.05433,0.94109,6.63878
329,"Mac Allister",LIV,MID,6.2,3.16153,0.92962,2.93901,2.60281,0.92962,2.41961,2.67203,0.92962,2.48396,2.41719,0.92962,2.24706,2.55912,0.92962,2.379,2.83696,0.92962,2.63728,2.38808,0.92962,2.21999,2.91801,0.92962,2.71262
330,McConnell,LIV,MID,4.4,1.95742,0.00044,0.00087,1.8374,0.00044,0.00081,1.70721,0.00044,0.00076,1.7083,0.00044,0.00076,1.78159,0.00044,0.00079,1.75981,0.00044,0.00078,1.69161,0.00044,0.00075,1.82654,0.00044,0.00081
331,Morton,LIV,MID,4.4,2.01443,0.00304,0.00612,1.87439,0.00304,0.00569,1.75276,0.00304,0.00532,1.74382,0.00304,0.0053,1.81885,0.00304,0.00552,1.81074,0.00304,0.0055,1.72683,0.00304,0.00524,1.87807,0.00304,0.0057
332,N.Phillips,LIV,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Quansah,LIV,DEF,3.9,2.42648,0.43113,1.04613,2.5267,0.43113,1.08934,2.23625,0.43113,0.96412,2.39201,0.43113,1.03127,2.72654,0.43113,1.17549,2.2759,0.43113,0.98121,2.4184,0.43113,1.04265,2.36227,0.43113,1.01845
334,R.Williams,LIV,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Robertson,LIV,DEF,5.9,3.8924,0.90655,3.52863,3.60697,0.90655,3.26988,3.36777,0.90655,3.05304,3.35333,0.90655,3.03995,3.71276,0.90655,3.36579,3.50987,0.90655,3.18185,3.35126,0.90655,3.03806,3.64392,0.90655,3.30338
336,Szoboszlai,LIV,MID,6.3,4.16016,0.9411,3.91513,4.36974,0.9411,4.11237,4.20939,0.9411,3.96147,4.45685,0.9411,4.19435,4.74565,0.9411,4.46614,4.575,0.9411,4.30554,4.40178,0.9411,4.14253,4.66465,0.9411,4.38991
337,Tsimikas,LIV,DEF,4.6,2.85606,0.25685,0.73357,2.7763,0.25685,0.71309,2.55773,0.25685,0.65695,2.60823,0.25685,0.66992,2.95038,0.25685,0.7578,2.62902,0.25685,0.67526,2.62695,0.25685,0.67473,2.73103,0.25685,0.70146
338,"Van den Berg",BRE,DEF,4.1,2.46273,0.01,0.02463,2.35411,0.73801,1.73735,2.3574,0.85941,2.02597,2.32901,0.85941,2.00157,2.43191,0.88956,2.16332,2.48071,0.88956,2.20673,2.35679,0.90643,2.13627,2.49806,0.90643,2.26432
339,Virgil,LIV,DEF,6.5,2.83507,0.94123,2.66846,2.94324,0.94123,2.77027,2.6705,0.94123,2.51356,2.81615,0.94123,2.65065,3.12936,0.94123,2.94546,2.69158,0.94123,2.5334,2.84391,0.94123,2.67677,2.77932,0.94123,2.61598
340,Akanji,MCI,DEF,5.3,2.48412,0.86056,2.13773,2.65943,0.86056,2.28859,2.61431,0.86056,2.24976,2.94836,0.86056,2.53723,2.48094,0.86056,2.13498,2.66592,0.86056,2.29417,2.91851,0.86056,2.51154,2.68214,0.86056,2.30813
341,Aké,MCI,DEF,5.3,2.3987,0.7597,1.82228,2.651,0.7597,2.01395,2.52569,0.7597,1.91876,2.9315,0.7597,2.22705,2.46601,0.7597,1.87342,2.59071,0.7597,1.96815,2.90054,0.7597,2.20353,2.6008,0.7597,1.97581
